date,ticker,name,sector,industry,price,low_52w,high_52w,pct_from_low,pct_from_high,dividend_yield_pct,trailing_pe,market_cap,updated_at
2026-08-14,TMO,Thermo Fisher Scientific Inc,Healthcare,Diagnostics & Research,588.29,434.83,642.71,35.29,-8.47,32.0,31.65,217518620672.0,2026-08-17T09:24:21.764099+00:00
2026-08-14,FRT,Federal Realty Investment Trust,Real Estate,REIT - Retail,118.39,87.27,128.21,35.66,-7.66,3.92,23.92,10349456384.0,2026-08-17T09:24:01.431986+00:00
2026-08-14,KO,Coca-Cola Company (The),Consumer Defensive,Beverages - Non-Alcoholic,87.71,64.04,90.92,36.97,-3.53,2.42,26.34,377376571392.0,2026-08-17T09:24:06.653937+00:00
2026-08-14,APD,"Air Products and Chemicals, Inc",Basic Materials,Specialty Chemicals,308.97,224.64,314.87,37.54,-1.87,2.34,,68803149824.0,2026-08-17T09:23:53.191805+00:00
2026-08-14,LMT,Lockheed Martin Corporation,Industrials,Aerospace & Defense,608.68,425.0,687.5,43.22,-11.46,2.27,22.42,140477710336.0,2026-08-17T09:24:07.341434+00:00
2026-08-14,ADP,"Automatic Data Processing, Inc.",Technology,Software - Application,272.96,186.74,301.7,46.17,-9.52,2.49,24.93,108436840448.0,2026-08-17T09:23:51.319382+00:00
2026-08-14,BDX,"Becton, Dickinson and Company",Healthcare,Medical Instruments & Supplies,183.4,125.21,185.32,46.48,-1.04,2.29,31.73,49955741696.0,2026-08-17T09:23:53.833477+00:00
2026-08-14,NDSN,Nordson Corporation,Industrials,Specialty Industrial Machinery,308.72,208.76,315.68,47.88,-2.2,1.06,33.02,17201244160.0,2026-08-17T09:24:13.547463+00:00
2026-08-14,GPC,Genuine Parts Company,Consumer Cyclical,Auto Parts,135.03,89.8,148.58,50.36,-9.12,3.15,519.35,18615203840.0,2026-08-17T09:24:02.729208+00:00
2026-08-14,JNJ,Johnson & Johnson,Healthcare,Drug Manufacturers - General,260.35,170.35,274.9,52.84,-5.29,2.06,30.2,627417088000.0,2026-08-17T09:24:05.335975+00:00
2026-08-14,WST,"West Pharmaceutical Services, I",Healthcare,Medical Instruments & Supplies,349.42,223.52,385.75,56.33,-9.42,25.0,44.63,24590698496.0,2026-08-17T09:24:25.009187+00:00
2026-08-14,CMI,Cummins Inc.,Industrials,Specialty Industrial Machinery,631.26,385.21,737.76,63.87,-14.44,1.39,32.26,86902079488.0,2026-08-17T09:23:58.231213+00:00
2026-08-14,SWK,"Stanley Black & Decker, Inc.",Industrials,Tools & Accessories,102.07,59.87,104.68,70.49,-2.49,3.29,24.96,15414267904.0,2026-08-17T09:24:19.157652+00:00
2026-08-14,TXN,Texas Instruments Incorporated,Technology,Semiconductors,279.58,150.2,332.33,86.13,-15.87,2.03,42.55,255325782016.0,2026-08-17T09:24:23.020179+00:00
2026-08-14,TGT,Target Corporation,Consumer Defensive,Discount Stores,154.48,81.2,156.47,90.24,-1.27,3.0,20.41,,2026-08-17T09:24:20.492424+00:00
2026-08-14,HRB,"H&R Block, Inc.",Consumer Cyclical,Personal Services,53.92,27.48,58.67,96.2,-8.1,3.41,9.48,6834910208.0,2026-08-17T09:24:03.390602+00:00
2026-08-14,NUE,Nucor Corporation,Basic Materials,Steel,268.91,130.11,280.11,106.68,-4.0,83.0,21.46,61009141760.0,2026-08-17T09:24:14.150910+00:00
2026-08-14,CAT,"Caterpillar, Inc.",Industrials,Farm & Heavy Construction Machinery,856.57,401.84,1071.47,113.16,-20.06,76.0,36.91,393743728640.0,2026-08-17T09:23:55.130019+00:00
